"oravi","pray","Perfect active first-person singular","I prayed all night for guidance",755  
"orbis terrarum","world","Expression","The map depicted the entire world (lit. circle of lands)",322  
"orbis","circle","Genitive singular","The circumference of the circle was measured",322  
"orbis","circle","Nominative singular","A circle was drawn on the map",322  
"ordinis","order","Genitive singular","The structure of the order was strict",416  
"ordinis","rank","Genitive singular","The responsibilities of his rank were numerous",416  
"ordo","order","Nominative singular","Order restored calm to the city",416  
"ordo","rank","Nominative singular","His rank in the hierarchy was high",416  
"orior","arise","Present indicative first-person singular (deponent)","I arise at dawn to begin my tasks",642  
"orior","begin","Present indicative first-person singular (deponent)","I begin to see the truth",642  
"oriri","arise","Present infinitive (deponent)","to arise from the ashes like a phoenix",642  
"oriri","begin","Present infinitive (deponent)","to begin a new era",642  
"oris","face","Genitive singular","The expression of her face betrayed her emotions",147  
"oris","mouth","Genitive singular","The words of his mouth were wise",147  
"oro","pray","Present indicative first-person singular","I pray for peace",755  
"ortus sum","arise","Perfect indicative first-person singular (deponent)","I arose suddenly from my slumber",642  
"ortus sum","begin","Perfect indicative first-person singular (deponent)","I began a new chapter in life",642  
"os (ossis)","bone","Nominative singular","The bone was fractured",696  
"os","face","Nominative singular","Her face glowed with happiness",147  
"os","mouth","Nominative singular","His mouth was parched from thirst",147  
"ossis","bone","Genitive singular","The crack in the bone required surgery",696  
"ostendere","hold out","Present active infinitive","to hold out hope for the future",371  
"ostendere","show","Present active infinitive","to show proof of the claim",371  
"ostendi","hold out","Perfect active first-person singular","I held out the olive branch",371  
"ostendi","show","Perfect active first-person singular","I showed my credentials at the gate",371  
"ostendo","hold out","Present indicative first-person singular","I hold out my hand in greeting",371  
"ostendo","show","Present indicative first-person singular","I show them the evidence",371  
"ostentum","hold out","Accusative supine","in order to hold out peace",371  
"ostentum","show","Accusative supine","in order to show them clearly",371  
"otii","leisure","Genitive singular","The pleasure of leisure was short-lived",715  
"otium","leisure","Nominative singular","Leisure allowed him time for reflection",715  
"pacis","peace","Genitive singular","The benefits of peace were numerous",388  
"paene","almost","Adverb","He almost missed the train",944  
"par","equal","Masculine/feminine nominative singular","He needed an equal partner for the task",281  
"parare","acquire","Present active infinitive","to acquire funds is our first step",160  
"parare","prepare","Present active infinitive","to prepare thoroughly saves time",160  
"parata","ready","Feminine nominative singular","She remained ready to act",160  
"paratum","acquire","Accusative supine","in order to acquire them promptly",160  
"paratum","prepare","Accusative supine","in order to prepare everything perfectly",160  
"paratum","ready","Neuter nominative singular","Everything is ready for launch",160  
"paratus","ready","Masculine nominative singular","He is ready for the challenge",160  
"paravi","acquire","Perfect active first-person singular","I acquired rare materials overseas",160  
"paravi","prepare","Perfect active first-person singular","I prepared the documents in advance",160  
"parcere","be sparing of","Present active infinitive","to be sparing of one's strength is wise",412  
"parcere","spare","Present active infinitive","to spare him despite his wrongdoings",412  
"parco","be sparing of","Present indicative first-person singular","I am sparing of my resources",412  
"parco","spare","Present indicative first-person singular","I spare my enemy out of mercy",412  
"pare","equal","Neuter nominative singular","Each effort is equal to the challenge",281  
"parens","parent","Nominative singular","A parent protects their child",190  
"parentis","parent","Genitive singular","The role of the parent was vital",190  
"pareo","obey","Present indicative first-person singular","I obey the orders given to me",847  
"parere","accomplish","Present active infinitive","to accomplish one's goals requires diligence",829  
"parere","bring forth","Present active infinitive","to bring forth innovations constantly",829  
"parere","give birth to","Present active infinitive","to give birth to new life is miraculous",829  
"parere","obey","Present active infinitive","to obey the law is essential",847  
"pario","accomplish","Present indicative first-person singular","I accomplish my tasks efficiently",829  
"pario","bring forth","Present indicative first-person singular","I bring forth new ideas",829  
"pario","give birth to","Present indicative first-person singular","She gives birth to a healthy child",829  
